subject,predicated,object
Zero_Hunger,subClassOf,N3e84f9dd79474a0aa100f1bb3b25d074
has_Integrated__risk_Mgmt,label,Integrated__risk_Mgmt
N704688f0e7cf4944a6615f9d390eb936,onProperty,has_Pop_less_than_Fifty_percent_median_income
has_Energy_service_investment,type,ObjectProperty
Urban_air_pollution,label,Urban_air_pollution
has_Food_insecurity,label,Food_insecurity
Nf66f2c5450dc4e8f800f0f0360695417,cardinality,1
N7e87f7136ea74a8a8a9be5a39e31b961,onProperty,has_Genetic_resources
Water_use_efficiency,subClassOf,Green_Indicators
GDP_growth_per_employed,label,GDP_growth_per_employed
Nf03cf040d2c546ec910342b1e2b07514,cardinality,1
has_Statistical_legislation,label,Statistical_legislation
has_Global_food_loss,domain,Responsible_Consumption_and_Production
Tariff_rates,type,Class
Responsible_Consumption_and_Production,label,Responsible_Consumption_and_Production
N696d652e953546269d30096cf3021ae6,onProperty,has_Reading_proficiency
Sustainable_Development_Goals,member,Gender_Equality
Sust_consumption_plans,label,Sust_consumption_plans
Inflows_to_poverty_red,type,Class
has_Treated_wastewater,type,ObjectProperty
Peace_Justice_and_Strong_Institutions,subClassOf,Ncf640b7375614150884e9ea787cb8406
N0c9b699454f848848b3f6f7bfd14034e,unionOf,Ne941029b0d1344a5a3dc73dd6ff3be21
has_Aid_for_Trade,range,Aid_for_Trade
has_Biodiversity_planning,range,Biodiversity_planning
N9f6fe89c1f3b4452ba303c56d0593000,cardinality,1
has_Hazardous_waste,label,Hazardous_waste
has_Implementing_intl_sea_law,label,Implementing_intl_sea_law
Peace_Justice_and_Strong_Institutions,subClassOf,N1ded5fc49cc8417badb69435ba99efa0
Zero_Hunger,subClassOf,Nb46f50123b8d4cab96032ee0ef35b3d1
Nac90cbe1a52a4e0eb19f6ee7de08c24d,onProperty,has_Illegal_unregulated_fishing
has_Pre_primary_participation,label,Pre_primary_participation
has_Healthcare_coverage,label,Healthcare_coverage
Life_On_Land,subClassOf,Nae0d113f5760482cb57d4914e40ee62c
N145014458a834c9d90e48bef14b279ed,onClass,Compliance_labour_rights
N2c7fbca325654e8da7950be849eab745,onClass,Unemployment_rate
N61184ffee6cc467f8c1c36819bf2cb0b,cardinality,1
Nf0f6f21beb1242ab8731060aa01a0d81,type,Restriction
Nd691c50dbbda4438a8a7cf70116339a4,onClass,Marine_protected_areas
Child_wasting_or_obesity,type,Class
N68a9b5b003004efe896c5073bb042bd9,onClass,Policy_for_sust_development
Disaster_deaths_injury,label,Disaster_deaths_injury
Open_city_spaces,subClassOf,Red_Indicators
has_Public_discrimination,type,ObjectProperty
Nc9d48010cece4a2a81a20872c5097c8a,type,Class
has_violence_prevalence,label,violence_prevalence
Red_List_Index,label,Red_List_Index
has_Tobacco_use,domain,Good_health_and_well_being
has_Red_List_Index,label,Red_List_Index
Partnerships_for_The_Goals,subClassOf,Nf53c90a16c7744d0b2f0aa331610c25e
has_Victim_reports_of_crime,label,Victim_reports_of_crime
Indicators,member,Green_Indicators
has_Bribery_in_business,domain,Peace_Justice_and_Strong_Institutions
Forced_marriage,type,Class
has_Inclusive__safe_school,type,ObjectProperty
Nbebd74415ccf49f988345167fed73e87,onClass,Illicit_financial_flows
has_Urban_planning,type,ObjectProperty
Good_health_and_well_being,subClassOf,N11d4c92f9b384be4b94b574c0c202e58
N767c3e3727194c0b8f962ab07d25c256,type,Restriction
Statistical_legislation,type,Class
Nc1e33eaf44b44cd19f0361f7b1990d47,cardinality,1
has_Inclusive_decision_making,type,ObjectProperty
has_Social_protection,range,Social_protection
Partnerships_for_The_Goals,subClassOf,Nb1df7821044441e3b1b85457c09430de
has_Energy_intensity,type,ObjectProperty
Malaria_incidence,label,Malaria_incidence
has_Policy_for_sust_development,range,Policy_for_sust_development
N77e5db875f2e4a1b8ae79a917fdedaef,onClass,Biodiversity_planning
Road_traffic_injuries,subClassOf,Green_Indicators
Foreign_Direct_Investment,subClassOf,Green_Indicators
Marine_protected_areas,type,Class
has_Recycling_rates,range,Recycling_rates
N4b778f17d8834f4ba99430eee95b9845,type,Restriction
Human_trafficking,subClassOf,Yellow_Indicators
has_Bribery_in_public,label,Bribery_in_public
N27edecba17ac4d08aac3130b674d83fd,cardinality,1
has_Govt_spending,label,Govt_spending
has_Bribery_in_public,domain,Peace_Justice_and_Strong_Institutions
Journalist_media_killings,type,Class
Ndced240d98a244c4b1bc84b75103449a,onClass,ODA_to_health
has_Literacy__numeracy,range,Literacy__numeracy
has_Female_land_ownership,domain,Gender_Equality
N7fb32d2e20df49469e2124f8c9259d16,onClass,Genetic_resource_sharing
Na0cba11b4e674940ace452b06c3b62c8,onProperty,has_Sustainable_production
Reduce_Inequalities,subClassOf,N697acde9fa5b42fd900d2287ec16e92a
Nc318be26e0b548db8a03540d97c4bb2d,type,Restriction
has_Fish_stocks_levels,label,Fish_stocks_levels
Nf03cf040d2c546ec910342b1e2b07514,onClass,Integrated_water_Mgmt
Nd69e8f4bb9184c399c28f0ba4b1a4164,type,Restriction
Air_pollution_deaths,label,Air_pollution_deaths
N767c3e3727194c0b8f962ab07d25c256,onProperty,has_ODA_for_scholarships
has_Aid_for_Trade,domain,Decent_Work_and_Economic_Growth
Poverty_reduction_prog,label,Poverty_reduction_prog
N841cf15618bd4a12a72649477436118f,onClass,Differential_tariffs
Nf77c647c14d04610aadfcdaa55e84607,cardinality,1
has_ODA_for_biodiversity,type,ObjectProperty
has_ODA_for_water,label,ODA_for_water
has_Sanitation__handwashing,domain,Clean_Water_and_Sanitation
Responsible_Consumption_and_Production,subClassOf,N542167632131432289f042496c23e087
has_Children_on_track,range,Children_on_track
N6a49d7295bed44a0a5be180bac13cfaf,onProperty,has_Neglected_tropical_disease
has_Small_scale_fisher_support,type,ObjectProperty
N15a5fb8b09d741ceb9451302d9601afc,onClass,Human_rights_institutions
N3dfe0f6243e84226ae815f7ece56d0be,onClass,Ambient_water_quality
Mobile_phone_ownership,label,Mobile_phone_ownership
has_Disaster_costs,type,ObjectProperty
N21d884eb4bfd4572a5bba844af3e104e,cardinality,1
N1192f37823ba453aaf3ac5c60fc8aab4,onProperty,has_Small_scale_fisher_support
Nbe7cb782e9824f5a808110d583da4fbb,cardinality,1
has_Journalist_media_killings,label,Journalist_media_killings
Reduce_Inequalities,subClassOf,Nabb0127435584cc2a102889c74ba65e7
Nac90cbe1a52a4e0eb19f6ee7de08c24d,onClass,Illegal_unregulated_fishing
has_Unintentional_poisoning,domain,Good_health_and_well_being
has_Food_price_anomaly,range,Food_price_anomaly
Children_on_track,type,Class
N570151a4c9e24d188eb0e1d6b32c0c7d,onProperty,has_Unintentional_poisoning
has_Disaster_deaths,label,Disaster_deaths
Transboundary_cooperation,label,Transboundary_cooperation
has_National_results_framework,range,National_results_framework
Decent_Work_and_Economic_Growth,subClassOf,N80d5452cfd69435b85ef7b112619b04b
Seized_or_surrendered_arms,type,Class
has_Small_scale_farmer,type,ObjectProperty
Sustainable_Development_Goals,member,Partnerships_for_The_Goals
Emergency_preparedness,subClassOf,Yellow_Indicators
N83e1e765a173427ea1fe3eae213c8fdb,onProperty,has_Marine_pollution
No_Poverty,subClassOf,N699e0fb3fd4243208fe957455f067f95
Nae0d113f5760482cb57d4914e40ee62c,onProperty,has_Degradad_land
has_High_tech_industry_value,range,High_tech_industry_value
N5a93ababf92b457a91febdb7bf41fe52,onClass,Women_in_parliament
National_poverty_lines,subClassOf,Yellow_Indicators
N704688f0e7cf4944a6615f9d390eb936,cardinality,1
Inclusive_decision_making,type,Class
Gender_Equality,subClassOf,N166362e4a0a447d2baa6677ea0caee28
Nbb2e0bcf5ee7490bab21f2122e8a7730,onProperty,has_Debt_service
Life_Below_Water,subClassOf,Nf83ba3fbee41453eb9af2ec5a894818f
Life_Below_Water,subClassOf,N61184ffee6cc467f8c1c36819bf2cb0b
Ncdb1f634a12e49f5841d67191b98e9b9,cardinality,1
has_Urban_slum_population,domain,Sustainable_Cities_and_Communities
Genetic_resource_sharing,type,Class
has_Recycling_rates,domain,Responsible_Consumption_and_Production
has_Small_scale_industry_credit,label,Small_scale_industry_credit
N17466862601f4f7c81d03f24dad3dcb1,cardinality,1
has_Public_transpot_access,type,ObjectProperty
N03561d85e82a4857b5b62e3e755ac852,cardinality,1
has_Implementing_intl_sea_law,domain,Life_Below_Water
has_Hepatitis_B_incidence,domain,Good_health_and_well_being
Corporate_sust_reports,type,Class
has_Local_risk_Mgmt,domain,Sustainable_Cities_and_Communities
Gender_Equality,subClassOf,N00086603ee3d4f359f53c28820959c1e
N7f38948d67d14b20b45e2bdcb39945bc,onProperty,has_Suicide_mortality
No_Poverty,subClassOf,Sustainable_Development_Goals
Public_discrimination,label,Public_discrimination
Safe_drinking_water,type,Class
has_Corporate_sust_reports,type,ObjectProperty
ODA_for_forests,type,Class
Qualified_teachers,label,Qualified_teachers
Genetic_resource_sharing,label,Genetic_resource_sharing
N7fb32d2e20df49469e2124f8c9259d16,onProperty,has_Genetic_resource_sharing
has_Labour_share_of_GDP,type,ObjectProperty
has_Illicit_financial_flows,label,Illicit_financial_flows
Integration_climate_policies,subClassOf,Yellow_Indicators
Good_health_and_well_being,subClassOf,N52ec73992fab402ca9c2a63b04a85f33
Health_expenditure,label,Health_expenditure
has_Victim_reports_of_crime,domain,Peace_Justice_and_Strong_Institutions
Tourism_GDP_contribution,type,Class
N8324c220a9dd4b9cbc14554b87424d28,onProperty,has_Female_land_rights
Remittance_costs,type,Class
Gender_Equality,subClassOf,N76dfa42d108a4987b730d7bf18ecfa77
has_National_poverty_lines,label,National_poverty_lines
Govt_revenue_GDP,subClassOf,Yellow_Indicators
has_Tobacco_use,label,Tobacco_use
N06ba3a3e103f4fa8b0d073c4934df8fd,cardinality,1
has_Women_in_management,range,Women_in_management
Youth_employment_strategy,label,Youth_employment_strategy
has_Income_growth_inequality,type,ObjectProperty
has_Sexual_violence,label,Sexual_violence
has_Public_service_satisfaction,range,Public_service_satisfaction
has_Secure_land_rights,label,Secure_land_rights
N1638933df7b34bc6a8af867897972f11,onProperty,has_Extreme_poverty
has_Local_sanitation_Mgmt,label,Local_sanitation_Mgmt
has_Renewable_energy,label,Renewable_energy
N18931c9696084cbea781d3df6c1639f3,cardinality,1
Support_for_Mgmt_plans,subClassOf,Red_Indicators
Affordable_and_Clean_Energy,subClassOf,Ne2a9501392d24fe4aa756c813466e073
Nff2ef4df5d424c65aa8c3d13567020bc,onProperty,has_Treated_wastewater
N1b30c55a4b7d4c2f85a7701b6527a2c8,type,Restriction
Clean_Water_and_Sanitation,subClassOf,N8e6820dd2bd94a0aad8bce790fd95cad
Electricity_access,label,Electricity_access
Nbe5500b100b64ade9d50f5ebd8bfa93e,onProperty,has_GDP_per_capita_growth
N3fbf6f86edfe4cebb0694e58a4fbe99f,onProperty,has_Society_partnerships
has_Manufacturing_value,label,Manufacturing_value
Industry_Innovation_and_Infrastructure,subClassOf,Nf0f6f21beb1242ab8731060aa01a0d81
N3fbf6f86edfe4cebb0694e58a4fbe99f,onClass,Society_partnerships
N06ba3a3e103f4fa8b0d073c4934df8fd,onProperty,has_Emergency_preparedness
Nd7964adcd0ab44eb901f884884b6b508,onProperty,has_Mobile_phone_ownership
N19471b779985408199bc301b85cfd65f,onClass,Discriminatory_practices
Nd69e8f4bb9184c399c28f0ba4b1a4164,cardinality,1
has_Public_service_satisfaction,label,Public_service_satisfaction
has_Hourly_earnings,label,Hourly_earnings
has_Vaccine_coverage,type,ObjectProperty
N211c77da6c8947209060cc73c8e1d193,cardinality,1
has_Sustainable_buildings,label,Sustainable_buildings
Debt_service,subClassOf,Yellow_Indicators
has_Disaster_risk_reduction,label,Disaster_risk_reduction
Informal_employment,subClassOf,Yellow_Indicators
has_Compliance_labour_rights,label,Compliance_labour_rights
N8e6820dd2bd94a0aad8bce790fd95cad,onProperty,has_Safe_drinking_water
has_Child_mortality,domain,Good_health_and_well_being
N68a9b5b003004efe896c5073bb042bd9,onProperty,has_Policy_for_sust_development
N3bd49a91353f45f094f9ba40950614e7,onClass,Local_disaster_risk
Research_for_marine_tech,subClassOf,Red_Indicators
N1b09fac222fd457f9e4df9839efb875e,cardinality,1
N9d60bb1c5bd340bb87250306e32f8e07,type,Restriction
Govt_spending,label,Govt_spending
Labour_share_of_GDP,label,Labour_share_of_GDP
N20294a95fe5c48c8883d41f91970ba7b,onProperty,has_Occupational_injuries
Nc9d48010cece4a2a81a20872c5097c8a,unionOf,Nb44d66d08cc046428a9bf0b667b9ea23
N5e3a9bfa8390459c8411ba750641e9f7,onClass,Basic_services
has_Extreme_poverty,label,Extreme_poverty
has_Own_health_decisions,label,Own_health_decisions
N0cd64e700fc74edf96a998ec2c1bf20a,onClass,Food_price_anomaly
Mobile_phone_ownership,type,Class
Climate_change_education,label,Climate_change_education
N1b30c55a4b7d4c2f85a7701b6527a2c8,onProperty,has_Vaccine_coverage
N38fe181fe9394e46809f42342b3980a6,onClass,Census_completeness
Child_wasting_or_obesity,subClassOf,Yellow_Indicators
Unemployment_rate,label,Unemployment_rate
N96e68d9f31db43138795620bf6741dc9,cardinality,1
Illegal_unregulated_fishing,subClassOf,Red_Indicators
has_Inclusive_intl_participation,label,Inclusive_intl_participation
has_Science_tech_cooperation,type,ObjectProperty
N7b1f62c58c4043be9064cf3e6600a0dd,onProperty,has_Sexual_violence
Ne98bcf47bbce417382444fc4b71121c7,onClass,Female_land_ownership
N9b7bc84911cc40f3be4d5c54bf3d5cdc,type,Restriction
has_Small_scale_farmer,range,Small_scale_farmer
Nc90de1154cd648e1941e14047f983fea,onProperty,has_Recycling_rates
Implementing_intl_sea_law,type,Class
N6cbf5e5c049849ddbe6f2369546d3517,onProperty,has_Manufacturing_employment
has_Cultural_heritage,domain,Sustainable_Cities_and_Communities
has_Broadband_subscriptions,domain,Partnerships_for_The_Goals
Personal_remittances,label,Personal_remittances
Ne8102076348849dc97fb759c3f4a9b19,onProperty,has_Financial_soundness
Nf9856d65f4b54245ad9c2bfe11f913d8,type,Restriction
has_Substance_use_treatment,domain,Good_health_and_well_being
Climate_Action,subClassOf,Nf4b8592bc258430eab067d803fd533d2
has_Violence_by_partner,domain,Gender_Equality
Ambient_water_quality,label,Ambient_water_quality
Occupational_injuries,subClassOf,Yellow_Indicators
Nf66f2c5450dc4e8f800f0f0360695417,onClass,Implementing_intl_sea_law
Decent_Work_and_Economic_Growth,subClassOf,N9d3ba3194e254ff6a1e6c3d792a8f13d
N710d127041644884a623365876fd1c9d,type,Restriction
N08c44b2508f84c16967a7403c0a8f403,onProperty,has_Adolescent_births
Clean_Water_and_Sanitation,subClassOf,Nf03cf040d2c546ec910342b1e2b07514
has_Science_tech_cooperation,label,Science_tech_cooperation
N1482e5172bb34b4b848e923573f7f039,cardinality,1
Clean_Water_and_Sanitation,subClassOf,Ncdb1f634a12e49f5841d67191b98e9b9
Nade67e07d1f447f289a87a25e9269517,cardinality,1
Goal_2,Concept,Zero_Hunger
has_Female_land_rights,type,ObjectProperty
has_Govt_spending,range,Govt_spending
Hazardous_waste,subClassOf,Red_Indicators
has_Forest_management,range,Forest_management
Indicators,type,Group
Support_for_Mgmt_plans,type,Class
Indicators,member,Red_Indicators
has_Public_safety,label,Public_safety
Suicide_mortality,label,Suicide_mortality
Sustainable_Cities_and_Communities,type,Class
Urban_planning,label,Urban_planning
N5698fd44f9a54e8f9b22acb46549abd8,onProperty,has_Mobile_network_coverage
Equal_intl_participation,label,Equal_intl_participation
Victim_reports_of_crime,type,Class
No_Poverty,subClassOf,N1638933df7b34bc6a8af867897972f11
has_Public_information_access,label,Public_information_access
N2c7fbca325654e8da7950be849eab745,type,Restriction
Tuberculosis_incidence,label,Tuberculosis_incidence
Nf582dc8a10184cfcb623628af8e5c8a6,type,Restriction
N8f40f8510e66462f89c2c7c55b34d191,onClass,Statistical_legislation
has_Freshwater_stress,range,Freshwater_stress
has_Unsentenced_detainees,type,ObjectProperty
has_Sustainable_tourism,type,ObjectProperty
N68cf8baa552b4eb3a27feeb96c3d81fc,type,Restriction
N3f6436ccd7fb40cb98af5c796d1e9abc,onProperty,has_Medicine_availability
Nfa2fed19ccfb4a6b9ed133dfee824f41,onClass,Tobacco_use
Agri_orientation_index,label,Agri_orientation_index
Health_staff_at_births,type,Class
N5e16abecc7094e249a0f033847872dde,onProperty,has_Inclusive__safe_school
has_CO_two_emissions_intensity,range,CO_two_emissions_intensity
Nd69e8f4bb9184c399c28f0ba4b1a4164,onClass,Child_labour
Nf582dc8a10184cfcb623628af8e5c8a6,onClass,Open_city_spaces
N3dfe0f6243e84226ae815f7ece56d0be,onProperty,has_Ambient_water_quality
Nfdae03dd121646ffae1a6210683b632e,cardinality,1
has_Degradad_land,domain,Life_On_Land
has_Ocean_acidification,domain,Life_Below_Water
N9d3ba3194e254ff6a1e6c3d792a8f13d,cardinality,1
has_Violence_against_children,domain,Peace_Justice_and_Strong_Institutions
Quality_Education,subClassOf,N696d652e953546269d30096cf3021ae6
has_Frameworks_for_gender,range,Frameworks_for_gender
Pop_less_than_Fifty_percent_median_income,type,Class
Ndd0ea011ac244c7bb86fa623a907832a,cardinality,1
N73fd66a249734ff889fdb2749ac16d57,onProperty,has_Substance_use_treatment
Govt_expenditure_in_budgets,type,Class
N1638933df7b34bc6a8af867897972f11,onClass,Extreme_poverty
Public_discrimination,subClassOf,Red_Indicators
Nf4b8592bc258430eab067d803fd533d2,onProperty,has_Disaster_risk_reduction
No_Poverty,label,No_Poverty
Planned_migration_policy,type,Class
N712f2a91b1754e39892e74a1fab49c27,type,Restriction
has_Developing_nation_tariffs,label,Developing_nation_tariffs
has_Human_rights_institutions,domain,Peace_Justice_and_Strong_Institutions
Affordable_and_Clean_Energy,type,Class
has_Disaster_costs,domain,No_Poverty
has_Domestic_consumption,type,ObjectProperty
N36a33004e1c44a6fa7bc10215bc17fad,onProperty,has_GDP_growth_per_employed
Macroeconomic_dashboard,label,Macroeconomic_dashboard
has_Fossil_fuel_subsidies,type,ObjectProperty
has_Red_List_Index,range,Red_List_Index
Disaster_costs,type,Class
Energy_intensity,label,Energy_intensity
N3c63923163d3448d869e16ac5f994f96,onClass,Public_safety
Industry_Innovation_and_Infrastructure,subClassOf,Nc437487918c144839480d962ef678b11
Differential_tariffs,type,Class
Family_planning,label,Family_planning
Disparities_in_edu_access,type,Class
N9b60462f5bee40eb935bae7254e77cd6,onClass,Small_scale_industry_credit
has_Govt_spending,domain,No_Poverty
National_statistical_plans,subClassOf,Red_Indicators
Tariff_rates,subClassOf,Yellow_Indicators
Goal_14,Concept,Life_Below_Water
Sustainable_Development_Goals,subClassOf,Any
N4d586ac7db7d4083897ceb651bce4458,type,Restriction
N6ab7d2e40a0e4607b8966acc4669489a,type,Restriction
Peace_Justice_and_Strong_Institutions,subClassOf,N7b1f62c58c4043be9064cf3e6600a0dd
Public_transpot_access,subClassOf,Red_Indicators
Partnerships_for_The_Goals,subClassOf,Ne42e0f03ffc44e33a4ab0cfc1e83e6d3
Nddc93b1b57ea4db4b1d33c390195108e,onProperty,has_Inclusive_decision_making
N08c44b2508f84c16967a7403c0a8f403,onClass,Adolescent_births
has_Female_land_ownership,range,Female_land_ownership
N383154cba0aa4dffb2b077b6c010384d,type,Restriction
has_Tobacco_use,range,Tobacco_use
Statistical_capacity_resource,type,Class
Public_safety,type,Class
has_Safe_city_spaces,range,Safe_city_spaces
has_Local_breed_extinction,domain,Zero_Hunger
Neonatal_mortality,label,Neonatal_mortality
N7f784aedb139400dae4a2a0c982e4b68,onProperty,has_ODA_for_water
N9a67ac28c75b4e468109e6a65155bd25,onClass,Agri_export_subsidies
Sustainable_buildings,type,Class
Protected_biodiversity_sites,subClassOf,Green_Indicators
has_Policy_for_sust_development,type,ObjectProperty
N3b4b8558593c4b9083e7b558a4dc0a78,onClass,National_poverty
N4e0536e00146480da5b1785d315df29e,cardinality,1
has_Energy_service_investment,range,Energy_service_investment
has_Red_List_Index,domain,Life_On_Land
Sustainable_Cities_and_Communities,subClassOf,N6ed2ebd1fa3842e6b1cf2ef1dedad847
has_Multistakeholder_progress,domain,Partnerships_for_The_Goals
Nf83ba3fbee41453eb9af2ec5a894818f,type,Restriction
N78d4d3cbe3c64cb5833fb0435ff62b92,onClass,Disaster_deaths_injury
has_Treated_wastewater,domain,Clean_Water_and_Sanitation
N6a49d7295bed44a0a5be180bac13cfaf,cardinality,1
Debt_service,type,Class
Rural_road_access,label,Rural_road_access
has_Public_discrimination,label,Public_discrimination
has_Child_wasting_or_obesity,domain,Zero_Hunger
has_Migration_recruitment_cost,range,Migration_recruitment_cost
has_Macroeconomic_dashboard,label,Macroeconomic_dashboard
has_Pre_primary_participation,type,ObjectProperty
Violence_by_partner,subClassOf,Green_Indicators
Gender_Equality,subClassOf,N8324c220a9dd4b9cbc14554b87424d28
Development_assistance,label,Development_assistance
N5a93ababf92b457a91febdb7bf41fe52,type,Restriction
N19471b779985408199bc301b85cfd65f,type,Restriction
Nb63c37f5d1e04dd1be2f56fc219c9946,onProperty,has_Cultural_heritage
Nbe7cb782e9824f5a808110d583da4fbb,onProperty,has_Forest_management
N68037476ff16433bab48aa42fea0c527,onClass,Climate_capacity_building
has_Illicit_financial_flows,domain,Peace_Justice_and_Strong_Institutions
N21032fb37034425697c356ed822622b9,onProperty,has_Public_discrimination
ODA_to_agri,subClassOf,Green_Indicators
has_Sustainable_lifestyles,domain,Responsible_Consumption_and_Production
Nfa2fed19ccfb4a6b9ed133dfee824f41,onProperty,has_Tobacco_use
Nc6ddc5d6144342c4b57c487cf9352d61,onProperty,has_Agri_orientation_index
has_Ambient_water_quality,label,Ambient_water_quality
Sust_consumption_plans,type,Class
Medicine_availability,label,Medicine_availability
Good_health_and_well_being,subClassOf,Ndced240d98a244c4b1bc84b75103449a
Sustainable_Cities_and_Communities,subClassOf,N383154cba0aa4dffb2b077b6c010384d
has_Tariff_rates,domain,Partnerships_for_The_Goals
has_Local_disaster_risk,range,Local_disaster_risk
Na952a8fcab3d47ad823081afd91ffa86,onClass,Protected_biodiversity_sites
N308fb2625fda477ebcfd971281e128ae,type,Restriction
has_Compliance_labour_rights,type,ObjectProperty
Developing_nation_tariffs,label,Developing_nation_tariffs
Nff2ef4df5d424c65aa8c3d13567020bc,cardinality,1
Ne4495b181fd746a9b53d3022041a2126,type,Restriction
GDP_per_capita_growth,subClassOf,Green_Indicators
has_GDP_per_capita_growth,label,GDP_per_capita_growth
violence_prevalence,subClassOf,Yellow_Indicators
Mountain_biodiversity,type,Class
N31e65be5cb654a10a9e6c7f774f277d0,onProperty,has_Frameworks_for_gender
Peace_Justice_and_Strong_Institutions,subClassOf,N1482e5172bb34b4b848e923573f7f039
has_National_sust_plans,domain,Responsible_Consumption_and_Production
N6f5a2dd0345b45b0ac3b570eacebe812,cardinality,1
N6503a55f341f4e0098baf30e529e88a2,onClass,Local_breed_extinction
Responsible_Consumption_and_Production,subClassOf,Nc90de1154cd648e1941e14047f983fea
Nf66f2c5450dc4e8f800f0f0360695417,onProperty,has_Implementing_intl_sea_law
has_Access_further_education,label,Access_further_education
Sustainable_urbanization,subClassOf,Red_Indicators
Industry_Innovation_and_Infrastructure,subClassOf,Nb355422b1cba48b9a1036e053b4a5328
has_Statistical_capacity,label,Statistical_capacity
Birth_registration,subClassOf,Yellow_Indicators
has_Sanitation__handwashing,type,ObjectProperty
Local_breed_extinction,type,Class
has_Multistakeholder_progress,range,Multistakeholder_progress
Undernourichment,type,Class
Disaster_deaths_injury,subClassOf,Green_Indicators
Climate_Action,subClassOf,Nb22a8a7df5c444c694f8887c88e62619
N546477627ee44bd591d5fa638c38b06a,cardinality,1
Clean_Water_and_Sanitation,subClassOf,Sustainable_Development_Goals
has_Tourism_GDP_contribution,range,Tourism_GDP_contribution
Wildlife_poaching,type,Class
Sustainable_Development_Goals,member,Clean_Water_and_Sanitation
N877c84d6d68148f7bb6f017741484143,type,Restriction
Nc90de1154cd648e1941e14047f983fea,type,Restriction
Nb7434516fab447889826427ee3a98da3,type,Restriction
has_Developing_nation_exports,type,ObjectProperty
has_Mobile_network_coverage,label,Mobile_network_coverage
has_Local_risk_Mgmt,type,ObjectProperty
Nfdae03dd121646ffae1a6210683b632e,type,Restriction
Ne2a9501392d24fe4aa756c813466e073,onProperty,has_Energy_intensity
has_Female_land_ownership,type,ObjectProperty
has_Female_land_rights,range,Female_land_rights
Child_mortality,type,Class
has_Open_city_spaces,label,Open_city_spaces
Child_mortality,label,Child_mortality
has_Female_land_rights,label,Female_land_rights
has_Public_transpot_access,range,Public_transpot_access
Mobile_phone_ownership,subClassOf,Yellow_Indicators
N145014458a834c9d90e48bef14b279ed,onProperty,has_Compliance_labour_rights
has_Food_price_anomaly,type,ObjectProperty
has_Forest_area,type,ObjectProperty
Financial_account_access,type,Class
has_Women_in_management,type,ObjectProperty
N1b30c55a4b7d4c2f85a7701b6527a2c8,cardinality,1
N3c54dc27de8242afb40874ebc73eb61f,type,Restriction
No_Poverty,subClassOf,N961e7659fa2e4f89ad151ce96ca3f6b4
Goal_3,Concept,Good_health_and_well_being
Global_food_loss,subClassOf,Red_Indicators
has_Integration_climate_policies,domain,Climate_Action
Nfc943a495a6c4c0f81a8f72827df0771,onClass,Energy_service_investment
Climate_Action,subClassOf,N6f5a2dd0345b45b0ac3b570eacebe812
Small_scale_farmer,label,Small-scale_farmer
Labour_share_of_GDP,subClassOf,Yellow_Indicators
has_National_poverty,type,ObjectProperty
N84b85566031548dda871014018dd8cbb,type,Restriction
has_Green_Climate_Fund,range,Green_Climate_Fund
Conflict_related_deaths,type,Class
Violence_by_non_partner,type,Class
Treated_wastewater,subClassOf,Red_Indicators
Nd8fd6dabd6e2498dac14e81daad364d2,onProperty,has_Water_ecosystems
Financial_account_access,label,Financial_account_access
Na9462ecc1fdc4710afd2e5a68f96ea1c,cardinality,1
Tuberculosis_incidence,type,Class
has_Genetic_resource_sharing,range,Genetic_resource_sharing
Sustainable_Cities_and_Communities,subClassOf,N78d4d3cbe3c64cb5833fb0435ff62b92
N767c3e3727194c0b8f962ab07d25c256,cardinality,1
N5be17281eb2f4de4a774fb5fe78d3d7d,onProperty,has_Global_food_loss
has_Investment_for_LDCs,domain,Partnerships_for_The_Goals
has_Safe_drinking_water,domain,Clean_Water_and_Sanitation
Degradad_land,subClassOf,Red_Indicators
N0ead90e990404480b2af87413e4b619e,onProperty,has_Material_footprint
Zero_Hunger,subClassOf,Nade67e07d1f447f289a87a25e9269517
has_Journalist_media_killings,domain,Peace_Justice_and_Strong_Institutions
N211c77da6c8947209060cc73c8e1d193,onClass,Water_use_efficiency
